종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%)
018260,삼성에스디에스,"177,000","-3,500",-1.9,"115,936","20,618,719,000","178,000","179,500","176,500","13,695,870,600,000",0.8,"77,377,800","9,536,555",12.32
000270,기아차,"33,400",150,0.4,"1,287,718","43,270,922,150","32,900","34,100","32,600","13,539,135,789,800",0.79,"405,363,347","157,226,833",38.79
003550,LG,"76,100","-3,000",-3.8,"503,245","38,631,425,536","77,500","78,200","76,000","13,131,597,669,100",0.77,"172,557,131","59,750,479",34.63
015760,한국전력,"20,250",-100,-0.5,"1,733,289","35,146,177,900","20,250","20,500","20,100","12,999,772,559,250",0.76,"641,964,077","132,966,546",20.71
096770,SK이노베이션,"126,000",0,0.0,"1,119,808","140,654,488,500","127,500","130,000","122,000","11,650,661,064,000",0.68,"92,465,564","22,488,255",24.32
033780,KT&G,"81,700",-600,-0.7,"307,118","25,106,592,500","82,200","82,300","81,100","11,216,797,004,900",0.65,"137,292,497","59,695,177",43.48
066570,LG전자,"67,800",-400,-0.6,"946,224","64,529,778,400","68,000","69,200","66,900","11,095,321,789,200",0.65,"163,647,814","51,501,775",31.47
009150,삼성전기,"129,000","-2,500",-1.9,"374,664","48,867,864,000","132,000","132,500","129,000","9,635,486,784,000",0.56,"74,693,696","24,133,062",32.31
090430,아모레퍼시픽,"161,000",-500,-0.3,"169,116","27,245,645,500","160,000","162,500","159,500","9,411,816,890,000",0.55,"58,458,490","17,316,931",29.62
032830,삼성생명,"46,800",300,0.6,"343,050","16,026,562,700","45,950","47,200","45,900","9,360,000,000,000",0.55,"200,000,000","24,627,193",12.31
000810,삼성화재,"187,500","-3,500",-1.8,"67,752","12,804,789,000","187,000","192,500","186,500","8,882,781,937,500",0.52,"47,374,837","22,647,008",47.8
086790,하나금융지주,"28,050",-200,-0.7,"1,902,267","53,281,243,950","27,700","28,450","27,550","8,421,789,839,100",0.49,"300,242,062","193,663,946",64.5
251270,넷마블,"97,200",-500,-0.5,"256,934","25,099,438,300","97,500","98,600","96,800","8,339,352,926,400",0.49,"85,795,812","19,415,924",22.63
010950,S-Oil,"67,700",-300,-0.4,"265,779","17,975,639,800","67,200","68,400","67,100","7,621,855,018,400",0.45,"112,582,792","84,338,527",74.91
010130,고려아연,"355,000","-4,500",-1.2,"24,470","8,713,687,500","355,500","359,000","355,000","6,698,850,000,000",0.39,"18,870,000","4,340,444",23.0
316140,우리금융지주,"9,220",-60,-0.6,"1,511,173","13,987,225,220","9,120","9,350","9,120","6,659,308,037,260",0.39,"722,267,683","194,799,753",26.97
009540,한국조선해양,"93,300","1,600",1.7,"284,311","26,621,683,400","92,100","94,700","91,700","6,603,131,722,800",0.39,"70,773,116","11,697,731",16.53
030200,KT,"23,500",100,0.4,"615,051","14,398,028,100","23,200","23,600","23,150","6,136,127,488,000",0.36,"261,111,808","117,624,346",45.05
011170,롯데케미칼,"171,000","4,500",2.7,"192,660","32,552,963,000","165,500","171,000","164,000","5,861,096,649,000",0.34,"34,275,419","9,455,180",27.59
024110,기업은행,"8,810",-10,-0.1,"1,594,860","14,002,098,180","8,740","8,860","8,690","5,850,363,049,700",0.34,"664,059,370","93,100,122",14.02
021240,코웨이,"76,500","2,600",3.5,"339,201","25,915,245,300","73,000","78,000","72,800","5,645,670,853,500",0.33,"73,799,619","44,552,814",60.37
032640,LG유플러스,"12,200",0,0.0,"1,344,656","16,435,693,300","12,150","12,300","12,100","5,326,658,604,200",0.31,"436,611,361","151,488,123",34.7
271560,오리온,"134,000","-2,500",-1.8,"80,689","10,839,325,000","135,000","136,500","132,500","5,297,841,688,000",0.31,"39,536,132","16,961,990",42.9
018880,한온시스템,"9,620",-260,-2.6,"776,324","7,527,080,080","9,850","9,850","9,610","5,135,156,000,000",0.3,"533,800,000","110,426,689",20.69
180640,한진칼,"86,000",-300,-0.4,"598,774","51,742,962,800","86,400","88,800","83,200","5,088,659,388,000",0.3,"59,170,458","9,974,608",16.86
097950,CJ제일제당,"338,000","1,000",0.3,"52,581","17,736,289,500","335,000","340,500","332,000","5,088,314,868,000",0.3,"15,054,186","3,021,753",20.07
068760,셀트리온제약,"136,400","-1,700",-1.2,"769,206","105,912,139,100","139,800","141,000","135,600","4,884,046,428,800",0.29,"35,806,792","3,094,742",8.64
035250,강원랜드,"22,750",0,0.0,"502,644","11,459,728,700","22,500","23,100","22,500","4,867,146,375,000",0.28,"213,940,500","55,984,116",26.17
028300,에이치엘비,"103,900","-3,900",-3.6,"677,680","71,056,393,400","108,100","108,700","103,200","4,492,195,671,800",0.26,"43,235,762","5,786,983",13.38
003670,포스코케미칼,"72,600",500,0.7,"1,300,752","94,914,630,200","74,000","74,400","71,500","4,427,744,772,000",0.26,"60,988,220","4,276,898",7.01
006800,미래에셋대우,"6,730",10,0.2,"3,358,776","22,878,317,100","6,660","6,900","6,660","4,342,979,425,840",0.25,"645,316,408","83,815,752",12.99
034220,LG디스플레이,"11,700",-200,-1.7,"1,549,737","18,283,722,850","11,850","12,000","11,700","4,186,443,690,000",0.24,"357,815,700","78,746,225",22.01
002790,아모레G,"50,600",100,0.2,"153,469","7,747,509,950","49,800","51,600","49,700","4,172,383,908,000",0.24,"82,458,180","17,156,367",20.81
010140,삼성중공업,"6,530",60,0.9,"13,080,774","86,458,191,520","6,560","6,740","6,510","4,113,900,000,000",0.24,"630,000,000","95,097,993",15.09
088980,맥쿼리인프라,"11,700",0,0.0,"1,259,170","14,743,620,250","11,700","11,750","11,650","4,083,818,731,200",0.24,"349,044,336","76,013,557",21.78
267250,현대중공업지주,"256,000","-2,000",-0.8,"39,465","10,135,866,500","254,500","262,000","254,000","4,044,445,952,000",0.24,"15,798,617","2,900,233",18.36
086280,현대글로비스,"107,500",500,0.5,"119,003","12,983,453,500","107,000","112,500","107,000","4,031,250,000,000",0.24,"37,500,000","13,087,190",34.9
011070,LG이노텍,"167,000","-2,500",-1.5,"102,190","17,086,332,000","167,500","169,500","165,500","3,952,406,869,000",0.23,"23,667,107","7,502,292",31.7
000120,CJ대한통운,"163,000",500,0.3,"54,164","8,848,890,000","161,000","166,000","161,000","3,718,412,072,000",0.22,"22,812,344","4,673,682",20.49
196170,알테오젠,"260,000","23,300",9.8,"719,824","183,122,710,500","240,400","264,400","240,300","3,638,947,000,000",0.21,"13,995,950","1,468,371",10.49
000720,현대건설,"32,550",-550,-1.7,"535,154","17,470,621,950","32,600","33,100","32,400","3,624,630,150,750",0.21,"111,355,765","23,642,640",21.23
004990,롯데지주,"34,500",-350,-1.0,"257,324","8,927,021,950","34,700","35,200","34,350","3,619,368,676,500",0.21,"104,909,237","12,041,542",11.48
000100,유한양행,"54,000",-100,-0.2,"537,622","29,342,319,000","54,400","55,700","54,000","3,610,267,740,000",0.21,"66,856,810","13,731,419",20.54
078930,GS,"37,500",-500,-1.3,"194,679","7,331,006,550","37,650","37,950","37,450","3,484,326,675,000",0.2,"92,915,378","19,612,282",21.11
012750,에스원,"87,800",100,0.1,"34,744","3,036,232,600","86,300","88,600","86,200","3,336,327,828,400",0.19,"37,999,178","20,931,347",55.08
012510,더존비즈온,"112,000","-2,000",-1.8,"854,346","98,163,638,500","117,000","119,500","110,000","3,323,342,400,000",0.19,"29,672,700","13,485,975",45.45
161390,한국타이어앤테크놀로지,"26,550",650,2.5,"608,392","16,179,993,700","25,450","27,300","25,100","3,288,883,081,950",0.19,"123,875,069","46,217,373",37.31
029780,삼성카드,"27,550",-350,-1.2,"154,739","4,287,473,450","27,700","28,100","27,550","3,191,912,447,050",0.19,"115,858,891","11,208,617",9.67
005830,DB손해보험,"44,750",300,0.7,"133,583","5,950,051,250","43,900","45,350","43,900","3,168,300,000,000",0.19,"70,800,000","27,891,804",39.4
139480,이마트,"113,000",0,0.0,"217,416","24,816,686,500","113,500","115,500","112,500","3,149,967,547,000",0.18,"27,875,819","8,274,186",29.68
128940,한미약품,"265,500","1,000",0.4,"79,763","21,204,638,500","267,500","268,500","263,000","3,144,324,199,500",0.18,"11,843,029","1,784,761",15.07
007070,GS리테일,"38,850",-150,-0.4,"224,619","8,768,405,850","38,850","39,550","38,500","2,991,450,000,000",0.17,"77,000,000","13,476,275",17.5
000080,하이트진로,"42,650",400,1.0,"533,167","22,672,438,100","42,100","43,200","41,750","2,991,198,509,150",0.17,"70,133,611","6,865,923",9.79
009830,한화솔루션,"18,350",-100,-0.5,"1,663,135","30,755,723,150","18,500","18,850","18,150","2,933,513,519,950",0.17,"159,864,497","31,984,062",20.01
000210,대림산업,"83,800","-1,200",-1.4,"141,265","11,912,347,800","84,000","85,400","83,400","2,916,240,000,000",0.17,"34,800,000","14,243,260",40.93
004020,현대제철,"21,700",150,0.7,"786,629","17,032,856,800","21,200","22,150","21,000","2,895,773,534,500",0.17,"133,445,785","24,821,834",18.6
096530,씨젠,"106,900",-100,-0.1,"1,121,868","120,046,351,300","108,000","109,500","105,400","2,804,416,738,000",0.16,"26,234,020","3,234,755",12.33
005940,NH투자증권,"9,900",80,0.8,"1,488,671","14,816,562,450","9,810","10,150","9,730","2,785,947,981,300",0.16,"281,408,887","36,270,929",12.89
008770,호텔신라,"70,900","-1,400",-1.9,"575,467","40,945,457,500","72,000","72,100","70,700","2,782,691,778,900",0.16,"39,248,121","9,614,805",24.5
071050,한국금융지주,"49,750",250,0.5,"409,452","20,414,201,150","49,150","50,700","48,700","2,772,368,102,000",0.16,"55,725,992","20,123,978",36.11
042660,대우조선해양,"25,650",700,2.8,"1,471,287","38,319,703,900","25,750","26,950","25,600","2,749,827,538,800",0.16,"107,205,752","10,050,952",9.38
241560,두산밥캣,"27,400","-1,450",-5.0,"1,011,728","28,401,050,650","29,150","29,600","27,300","2,746,827,148,400",0.16,"100,249,166","23,081,492",23.02
263750,펄어비스,"207,000",100,0.0,"44,291","9,268,089,500","205,900","211,500","204,000","2,707,528,950,000",0.16,"13,079,850","2,786,388",21.3
247540,에코프로비엠,"128,300","-5,000",-3.8,"988,885","127,524,083,700","132,000","132,000","127,100","2,689,702,497,800",0.16,"20,964,166","1,202,074",5.73
001040,CJ,"91,600","1,400",1.6,"85,469","7,793,253,500","90,000","92,400","89,400","2,672,613,016,800",0.16,"29,176,998","5,285,551",18.12
003000,부광약품,"41,100","3,350",8.9,"12,198,613","488,138,391,900","38,500","41,550","38,300","2,664,840,895,800",0.16,"64,837,978","3,928,061",6.06
003410,쌍용양회,"5,230",20,0.4,"569,539","2,970,437,850","5,170","5,250","5,170","2,635,185,681,850",0.15,"503,859,595","12,871,496",2.55
008930,한미사이언스,"39,150",950,2.5,"1,473,533","58,666,290,750","40,050","41,300","38,450","2,584,336,483,350",0.15,"66,011,149","972,891",1.47
047810,한국항공우주,"26,400",50,0.2,"1,462,482","38,787,154,350","26,450","26,850","26,100","2,573,342,824,800",0.15,"97,475,107","15,283,357",15.68
036460,한국가스공사,"27,250",-400,-1.4,"195,437","5,320,779,600","27,250","27,600","26,900","2,515,529,250,000",0.15,"92,313,000","8,722,267",9.45
016360,삼성증권,"28,150",-250,-0.9,"630,792","17,942,705,050","28,400","28,850","28,050","2,513,795,000,000",0.15,"89,300,000","22,076,226",24.72
035760,CJ ENM,"112,000","-2,400",-2.1,"76,904","8,616,980,900","112,100","114,000","110,800","2,456,065,248,000",0.14,"21,929,154","4,112,204",18.75
032500,케이엠더블유,"60,600",200,0.3,"629,198","38,185,452,900","61,000","61,500","60,000","2,413,145,509,800",0.14,"39,820,883","4,030,022",10.12
282330,BGF리테일,"139,500","-1,500",-1.1,"41,990","5,875,831,000","140,000","141,500","138,500","2,411,104,887,000",0.14,"17,283,906","5,545,143",32.08
028050,삼성엔지니어링,"12,150",150,1.2,"1,033,853","12,460,181,250","11,900","12,250","11,800","2,381,400,000,000",0.14,"196,000,000","60,266,542",30.75
023530,롯데쇼핑,"81,700",-500,-0.6,"63,167","5,163,868,500","81,500","82,500","81,200","2,311,191,283,500",0.13,"28,288,755","3,434,851",12.14
253450,스튜디오드래곤,"81,700","-1,100",-1.3,"193,792","15,900,796,600","83,200","83,400","81,400","2,295,473,429,000",0.13,"28,096,370","2,429,657",8.65
011780,금호석유,"74,600","-2,900",-3.7,"195,836","14,772,583,000","77,100","77,200","73,900","2,272,889,748,600",0.13,"30,467,691","9,055,939",29.72
008560,메리츠증권,"3,360",-5,-0.2,"1,792,877","6,052,757,220","3,345","3,420","3,320","2,271,231,402,720",0.13,"675,961,727","91,940,111",13.6
081660,휠라홀딩스,"37,150",-250,-0.7,"312,603","11,607,271,250","37,400","37,800","36,550","2,256,945,047,300",0.13,"60,752,222","24,589,442",40.47
004370,농심,"368,000","-7,000",-1.9,"43,969","16,389,171,500","379,500","383,500","367,000","2,238,412,256,000",0.13,"6,082,642","1,165,420",19.16
